Rank,枠番,Umaban,HorseName,SexAge,Load,JockeyName,Time,Diff,TimeIndex,Passage,上り,Odds,Ninki,WeightInfo,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,TrainerName,馬主,賞金(万円),race_id,Weight,WeightDiff,Sex,Age,Waku,Mark,WeightInfoShutuba,OddsShutuba,NinkiShutuba,WeightShutuba
1.0,8,13,ゴッドブルービー,牡4,57.0,角田大和,1:42.9,,,2-2-2-1,36.3,3.2,1.0,462(-16),,,,"[西]
角田晃一",中西憲治,"1,580.1",202410010311,462.0,-16.0,牡,4,,,,,,
2.0,7,10,タイセイウォリアー,牡4,57.0,菱田裕二,1:43.7,5,,4-4-3-3,36.8,7.1,4.0,496(+8),,,,"[西]
大橋勇樹",田中成奉,628.6,202410010311,496.0,8.0,牡,4,,,,,,
3.0,1,1,アイファーテイオー,牡4,57.0,藤懸貴志,1:43.7,ハナ,,5-5-6-5,36.5,4.6,2.0,470(+8),,,,"[西]
鮫島一歩",中島稔,394.3,202410010311,470.0,8.0,牡,4,1.0,--,470(+8),4.6,2.0,470.0
4.0,4,4,ミヤジシャルマン,牡4,57.0,富田暁,1:43.9,3/4,,6-5-6-5,36.7,20.3,8.0,502(-4),,,,"[西]
川村禎彦",曽我司,230.0,202410010311,502.0,-4.0,牡,4,4.0,--,502(-4),20.3,8.0,502.0
5.0,2,2,タロントゥーズ,牡4,57.0,佐々木大,1:44.1,1.1/2,,3-3-3-3,37.1,5.3,3.0,468(0),,,,"[西]
大久保龍",前田晋二,155.0,202410010311,468.0,0.0,牡,4,2.0,--,468(0),5.3,3.0,468.0
6.0,6,8,メイショウシナノ,牡4,57.0,小沢大仁,1:44.2,クビ,,11-11-5-7,37.1,39.0,10.0,484(-6),,,,"[西]
大橋勇樹",松本好雄,,202410010311,484.0,-6.0,牡,4,,,,,,
7.0,5,7,サムハンター,牡6,58.0,丸山元気,1:44.2,クビ,,8-8-9-8,36.6,40.0,11.0,496(-4),,,,"[西]
高橋康之",駒秀,,202410010311,496.0,-4.0,牡,6,,,,,,
8.0,8,12,サイレンスタイム,牡4,57.0,水口優也,1:44.6,2,,1-1-1-2,38.1,19.7,7.0,492(-2),,,,"[西]
安達昭夫",京都ホースレーシング,,202410010311,492.0,-2.0,牡,4,,,,,,
9.0,5,6,ベイパーコーン,セ5,58.0,永島まな,1:44.7,3/4,,8-8-12-12,36.9,21.1,9.0,468(+2),,,,"[西]
鈴木孝志",前田晋二,,202410010311,468.0,2.0,セ,5,,,,,,
10.0,6,9,サヴァビアン,牡6,58.0,藤岡康太,1:44.9,1,,8-8-9-10,37.4,52.7,12.0,440(+4),,,,"[西]
羽月友彦",岡田牧雄,,202410010311,440.0,4.0,牡,6,,,,,,
11.0,7,11,トップスターサン,牡6,58.0,斎藤新,1:45.1,1,,6-5-6-9,37.8,16.9,6.0,520(-12),,,,"[西]
四位洋文",吉田和美,,202410010311,520.0,-12.0,牡,6,,,,,,
12.0,3,3,ワンダーブレット,セ5,58.0,小牧太,1:45.1,アタマ,,11-11-9-10,37.6,8.6,5.0,504(-8),,,,"[西]
笹田和秀",山本能行,,202410010311,504.0,-8.0,セ,5,3.0,--,504(-8),8.6,5.0,504.0
13.0,4,5,キョウワウォール,牡8,58.0,中井裕二,1:45.2,クビ,,13-13-13-13,37.1,75.3,13.0,496(+20),,,,"[西]
飯田雄三",浅川昌彦,,202410010311,496.0,20.0,牡,8,4.0,--,496(+20),75.3,13.0,496.0
1.0,4,7,オックスリップ,牝4,56.0,西村淳也,1:09.2,,,2-2,35.2,3.8,1.0,454(+4),,,,"[西]
杉山晴紀",ライオンレースホース,800.0,202410010312,454.0,4.0,牝,4,,,,,,
2.0,8,17,オルフェスト,牝4,56.0,丸山元気,1:09.3,3/4,,3-3,35.2,7.1,4.0,438(0),,,,"[東]
池上昌和",キャロットファーム,320.0,202410010312,438.0,0.0,牝,4,,,,,,
3.0,5,9,サンポーニャ,牝4,53.0,鷲頭虎太,1:09.5,3/4,,1-1,35.8,4.2,2.0,434(+2),,,,"[西]
池江泰寿",金子真人ホールディングス,200.0,202410010312,434.0,2.0,牝,4,,,,,,
4.0,7,13,サミュエル,牝5,56.0,菊沢一樹,1:09.7,1.1/2,,11-4,34.9,13.8,7.0,470(+2),,,,"[東]
菊沢隆徳",古賀禎彦,120.0,202410010312,470.0,2.0,牝,5,,,,,,
5.0,7,14,アエリーゾ,牝5,53.0,川端海翼,1:09.8,1/2,,13-9,34.8,22.5,8.0,460(-4),,,,"[西]
庄野靖志",サンデーレーシング,80.0,202410010312,460.0,-4.0,牝,5,,,,,,
6.0,3,6,シュライエン,牝6,56.0,鮫島克駿,1:09.8,アタマ,,11-11,34.9,26.0,9.0,446(+4),,,,"[西]
高野友和",Ｇ１レーシング,,202410010312,446.0,4.0,牝,6,,,,,,
7.0,6,11,トーホウジュナール,牝6,56.0,菱田裕二,1:10.0,1.1/4,,15-14,34.8,6.7,3.0,468(-8),,,,"[西]
谷潔",東豊物産,,202410010312,468.0,-8.0,牝,6,,,,,,
8.0,2,3,メイショウヒゾッコ,牝6,55.0,小沢大仁,1:10.3,1.3/4,,14-14,35.2,44.3,11.0,424(-4),,,,"[西]
石橋守",松本好雄,,202410010312,424.0,-4.0,牝,6,,,,,,
9.0,6,12,クリノリアルレディ,牝4,52.0,小林美駒,1:10.4,3/4,,4-4,36.0,46.7,12.0,482(0),,,,"[東]
伊藤伸一",栗本博晴,,202410010312,482.0,0.0,牝,4,,,,,,
10.0,4,8,カフジヴィオレッタ,牝6,56.0,幸英明,1:10.5,1/2,,16-16,35.0,74.4,15.0,490(+8),,,,"[西]
森田直行",加藤守,,202410010312,490.0,8.0,牝,6,,,,,,
11.0,5,10,レガーミ,牝5,56.0,富田暁,1:10.5,アタマ,,7-9,35.8,33.0,10.0,522(0),,,,"[西]
木原一良",名古屋友豊,,202410010312,522.0,0.0,牝,5,,,,,,
12.0,8,16,フルティージャ,牝5,55.0,佐々木大,1:10.6,クビ,,6-7,36.1,111.8,16.0,452(-8),,,,"[東]
堀内岳志",社台レースホース,,202410010312,452.0,-8.0,牝,5,,,,,,
13.0,1,2,スピニングマーリン,牝4,56.0,勝浦正樹,1:10.6,ハナ,,7-7,36.0,47.2,13.0,494(+10),,,,"[東]
西田雄一",コージーレーシング,,202410010312,494.0,10.0,牝,4,,,,,,
14.0,8,15,スマートメイプル,牝4,53.0,永島まな,1:10.8,1.1/2,,4-4,36.4,12.7,6.0,452(-20),,,,"[西]
矢作芳人",大川徹,,202410010312,452.0,-20.0,牝,4,,,,,,
15.0,3,5,セイウンスイート,牝4,54.0,藤田菜七,1:11.0,3/4,,7-11,36.4,60.5,14.0,440(+12),,,,"[東]
栗田徹",西山茂行,,202410010312,440.0,12.0,牝,4,,,,,,
16.0,2,4,ヨウシタンレイ,牝4,52.0,河原田菜,1:11.3,1.3/4,,16-17,35.9,10.8,5.0,460(-4),,,,"[西]
松永昌博",中内田克二,,202410010312,460.0,-4.0,牝,4,,,,,,
17.0,1,1,ヤマニンパニータ,牝5,53.0,水沼元輝,1:11.8,3,,7-11,37.1,160.0,17.0,466(-2),,,,"[東]
辻哲英",土井肇,,202410010312,466.0,-2.0,牝,5,1.0,--,466(-2),160.0,17.0,466.0
1.0,6,11,ガビーズシスター,牝3,55.0,キング,1:10.3,,,2-2,36.3,3.8,3.0,468(+2),,,,"[東]
中野栄治",長島和彦,550.0,202406010701,468.0,2.0,牝,3,,,,,,
2.0,6,12,ケイティキセキ,牡3,56.0,原優介,1:11.0,4,,1-1,37.1,2.9,2.0,478(0),,,,"[東]
清水英克",瀧本和義,220.0,202406010701,478.0,0.0,牡,3,,,,,,
3.0,1,2,マイネルディレクト,牡3,57.0,横山武史,1:11.4,2.1/2,,6-3,36.9,2.2,1.0,504(+8),,,,"[東]
高橋裕",サラブレッドクラブ・ラフィアン,140.0,202406010701,504.0,8.0,牡,3,1.0,--,504(+8),2.2,1.0,504.0
4.0,5,10,フォクシー,牝3,55.0,松岡正海,1:12.8,8,,7-7,38.0,17.5,4.0,412(0),,,,"[東]
畠山吉宏",竹内敬輔,83.0,202406010701,412.0,0.0,牝,3,,,,,,
5.0,3,6,ネイルンノ,牡3,57.0,杉原誠人,1:13.0,1.1/4,,4-5,38.6,31.1,6.0,462(+12),,,,"[東]
尾関知人",ミルファーム,55.0,202406010701,462.0,12.0,牡,3,,,,,,
6.0,2,4,モノノフノミチ,牡3,57.0,丸田恭介,1:13.1,1/2,,7-7,38.3,119.2,11.0,468(-6),,,,"[東]
蛯名利弘",ミルファーム,,202406010701,468.0,-6.0,牡,3,,,,,,
7.0,5,9,ゴールデンレイ,牡3,57.0,武藤雅,1:13.4,1.3/4,,11-11,38.1,116.3,10.0,462(-6),,,,"[東]
武藤善則",長島利治,,202406010701,462.0,-6.0,牡,3,,,,,,
8.0,2,3,オンネア,牝3,55.0,津村明秀,1:13.6,1.1/4,,4-6,39.2,133.9,12.0,458(-2),,,,"[東]
岩戸孝樹",田頭勇貴,,202406010701,458.0,-2.0,牝,3,,,,,,
9.0,7,13,オッチョラゴ,牡3,57.0,嶋田純次,1:13.7,1/2,,7-9,39.0,159.0,13.0,484(-6),,,,"[東]
高橋文雅",ミルファーム,,202406010701,484.0,-6.0,牡,3,,,,,,
10.0,1,1,エグゾールテッド,牡3,57.0,江田照男,1:13.7,ハナ,,13-13,38.1,264.0,15.0,502(-4),,,,"[東]
本間忍",田中勝麻,,202406010701,502.0,-4.0,牡,3,1.0,--,502(-4),264.0,15.0,502.0
11.0,7,14,ミルキーメモリー,牝3,55.0,木幡巧也,1:13.9,1.1/4,,2-3,39.8,23.4,5.0,460(+4),,,,"[東]
牧光二",伊東純一,,202406010701,460.0,4.0,牝,3,,,,,,
12.0,8,16,アカキチノイレブン,牡3,57.0,吉田豊,1:13.9,クビ,,10-10,39.0,309.0,16.0,496(+4),,,,"[東]
伊藤圭三",星野隆男,,202406010701,496.0,4.0,牡,3,,,,,,
13.0,4,8,ネオグラン,牝3,52.0,小林勝太,1:14.1,3/4,,13-14,38.4,196.2,14.0,438(+10),,,,"[東]
小野次郎",西田俊二,,202406010701,438.0,10.0,牝,3,,,,,,
14.0,4,7,アイアムイブシギン,牡3,57.0,柴田善臣,1:14.3,1.1/2,,15-14,38.4,81.3,7.0,484(+12),,,,"[東]
奥平雅士",堀紘一,,202406010701,484.0,12.0,牡,3,,,,,,
15.0,3,5,プレイフォーエフ,牝3,55.0,武士沢友,1:14.8,3,,12-12,39.3,114.4,9.0,444(0),,,,"[東]
青木孝文",仲谷善彰,,202406010701,444.0,0.0,牝,3,,,,,,
16.0,8,15,ユキノフルマチ,牝3,55.0,石川裕紀,1:16.3,9,,15-16,40.4,102.6,8.0,474(-4),,,,"[東]
矢野英一",鈴木慈雄,,202406010701,474.0,-4.0,牝,3,,,,,,
1.0,8,15,カフェアローロ,牝3,55.0,横山和生,1:53.6,,,1-1-1-1,38.5,4.8,2.0,492(-2),,,,"[東]
古賀慎明",西川光一,550.0,202406010702,492.0,-2.0,牝,3,,,,,,
2.0,6,11,エーリアル,牝3,55.0,ピーヒュ,1:54.3,4,,4-4-4-4,38.9,6.7,5.0,498(-4),,,,"[東]
西田雄一",シルクレーシング,220.0,202406010702,498.0,-4.0,牝,3,,,,,,
3.0,7,12,ゴールドアローン,牝3,55.0,野中悠太,1:54.7,2.1/2,,4-2-2-2,39.5,5.0,3.0,456(0),,,,"[東]
青木孝文",居城寿与,140.0,202406010702,456.0,0.0,牝,3,,,,,,
4.0,5,9,セージグリーン,牝3,55.0,横山武史,1:55.6,5,,12-12-11-11,39.2,3.4,1.0,476(+4),,,,"[東]
菊川正達",吉田千津,83.0,202406010702,476.0,4.0,牝,3,,,,,,
5.0,4,7,ホウオウシンデレラ,牝3,55.0,丸田恭介,1:55.8,1.1/4,,8-7-5-5,40.3,5.0,4.0,464(-8),,,,"[東]
奥村武",小笹芳央,55.0,202406010702,464.0,-8.0,牝,3,,,,,,
6.0,3,4,ツインクルステージ,牝3,55.0,菅原明良,1:56.2,2.1/2,,4-7-7-7,40.4,89.8,10.0,504(+4),,,,"[東]
高木登",山田弘,,202406010702,504.0,4.0,牝,3,,,,,,
7.0,3,5,クーデピンヌ,牝3,55.0,柴田大知,1:56.4,1.1/4,,14-14-12-11,39.6,301.4,14.0,488(0),,,,"[東]
和田雄二",吉岡誠,,202406010702,488.0,0.0,牝,3,,,,,,
8.0,7,13,ウインプロティア,牝3,55.0,キングス,1:56.6,1.1/4,,2-2-2-3,41.5,11.3,6.0,472(-10),,,,"[東]
鈴木慎太",ウイン,,202406010702,472.0,-10.0,牝,3,,,,,,
9.0,1,1,コパノエビータ,牝3,55.0,武藤雅,1:56.8,1,,4-6-9-9,40.7,34.5,8.0,408(+2),,,,"[東]
手塚貴久",小林祥晃,,202406010702,408.0,2.0,牝,3,1.0,--,408(+2),34.5,8.0,408.0
10.0,2,2,ショコラエクレール,牝3,54.0,横山琉人,1:57.0,1.1/4,,8-7-9-8,40.9,56.7,9.0,442(+6),,,,"[東]
蛯名利弘",田頭勇貴,,202406010702,442.0,6.0,牝,3,2.0,--,442(+6),56.7,9.0,442.0
11.0,2,3,エンピリカルルール,牝3,55.0,杉原誠人,1:57.6,3.1/2,,11-11-8-9,41.7,137.1,11.0,446(-10),,,,"[東]
深山雅史",岡田牧雄,,202406010702,446.0,-10.0,牝,3,2.0,--,446(-10),137.1,11.0,446.0
12.0,6,10,リアルセンター,牝3,55.0,木幡巧也,1:57.9,2,,12-13-12-13,41.1,264.8,13.0,490(-2),,,,"[東]
牧光二",岡田牧雄,,202406010702,490.0,-2.0,牝,3,,,,,,
13.0,5,8,ゴールデンモモコ,牝3,55.0,石橋脩,1:58.1,1,,3-4-5-6,42.5,25.2,7.0,450(-2),,,,"[東]
上原博之",辻子依旦,,202406010702,450.0,-2.0,牝,3,,,,,,
14.0,4,6,ムビュリミュゴボカ,牝3,55.0,木幡育也,1:59.8,10,,15-15-15-14,42.3,501.0,15.0,422(-10),,,,"[東]
勢司和浩",西田順彦,,202406010702,422.0,-10.0,牝,3,,,,,,
15.0,8,14,ゴールドチョウサン,牝3,55.0,キング,2:01.2,8,,8-10-12-14,44.5,209.3,12.0,482(0),,,,"[東]
佐藤吉勝",チョウサン,,202406010702,482.0,0.0,牝,3,,,,,,
1.0,2,3,ラムゼイテソーロ,牡3,56.0,原優介,1:53.8,,,1-1-1-1,39.5,2.5,1.0,526(-6),,,,"[東]
西田雄一",了徳寺健二ホールディングス,550.0,202406010703,526.0,-6.0,牡,3,,,,,,
2.0,3,5,ランドマックス,牡3,57.0,木幡巧也,1:54.9,7,,2-2-2-2,40.5,4.3,3.0,486(+4),,,,"[東]
本間忍",木村昌三,220.0,202406010703,486.0,4.0,牡,3,,,,,,
3.0,4,8,プラチナバンド,牡3,57.0,大野拓弥,1:55.0,3/4,,7-7-9-9,39.2,7.6,4.0,518(+2),,,,"[東]
新開幸一",明栄商事,140.0,202406010703,518.0,2.0,牡,3,,,,,,
4.0,4,7,ミーハ,牡3,57.0,石川裕紀,1:55.3,1.3/4,,7-8-5-5,40.1,25.8,7.0,484(-6),,,,"[東]
小笠倫弘",門野重雄,83.0,202406010703,484.0,-6.0,牡,3,,,,,,
5.0,6,11,レオボヌール,牡3,54.0,小林勝太,1:55.6,2,,10-10-6-5,40.2,45.1,9.0,472(+10),,,,"[東]
萱野浩二",レオ,55.0,202406010703,472.0,10.0,牡,3,,,,,,
6.0,2,4,ダンシングボビー,牡3,57.0,武藤雅,1:55.8,1.1/4,,12-10-10-10,39.4,379.5,15.0,484(-2),,,,"[東]
尾形和幸",伊東純一,,202406010703,484.0,-2.0,牡,3,,,,,,
7.0,5,10,ウインラムセス,牡3,57.0,野中悠太,1:56.0,1.1/4,,10-10-6-5,40.6,21.4,6.0,458(0),,,,"[東]
松山将樹",ウイン,,202406010703,458.0,0.0,牡,3,,,,,,
8.0,1,1,ノアファラオ,牡3,57.0,柴田善臣,1:56.5,3,,4-4-4-3,41.5,265.5,13.0,452(+2),,,,"[東]
石毛善彦",佐山公男,,202406010703,452.0,2.0,牡,3,1.0,--,452(+2),265.5,13.0,452.0
9.0,7,14,タイキオナード,牡3,57.0,菅原明良,1:56.7,1,,6-6-6-5,41.3,4.0,2.0,484(+6),,,,"[東]
高木登",大樹ファーム,,202406010703,484.0,6.0,牡,3,,,,,,
10.0,1,2,トゥラムプラッツ,牡3,57.0,キングス,1:57.4,4,,13-13-12-11,40.6,117.4,12.0,484(-4),,,,"[東]
高橋裕",ディアレストクラブ,,202406010703,484.0,-4.0,牡,3,1.0,--,484(-4),117.4,12.0,484.0
11.0,6,12,トキメキタロー,牡3,57.0,丸田恭介,1:57.5,3/4,,16-16-12-12,40.7,337.0,14.0,434(0),,,,"[東]
佐藤吉勝",片岡正雄,,202406010703,434.0,0.0,牡,3,,,,,,
12.0,7,13,エスシーヤマト,牝3,55.0,横山武史,1:57.9,2.1/2,,7-8-14-15,40.6,40.4,8.0,444(0),,,,"[東]
加藤士津",工藤圭司,,202406010703,444.0,0.0,牝,3,,,,,,
13.0,5,9,グアラニア,牡3,57.0,松岡正海,1:58.0,1/2,,4-4-3-4,43.3,15.2,5.0,472(+2),,,,"[東]
矢野英一",Ｇリビエール・レーシング,,202406010703,472.0,2.0,牡,3,,,,,,
14.0,3,6,ベニカケソラ,牡3,57.0,木幡育也,1:58.1,クビ,,15-15-14-14,40.7,402.4,16.0,450(0),,,,"[東]
杉浦宏昭",山岸桂市,,202406010703,450.0,0.0,牡,3,,,,,,
15.0,8,15,ワンダフルスパート,牡3,57.0,吉田豊,1:59.5,9,,13-13-10-12,43.1,53.2,11.0,486(0),,,,"[東]
的場均",日向均,,202406010703,486.0,0.0,牡,3,,,,,,
,8,16,ハーヴェ,牝3,55.0,横山和生,,,,2-2-16-16,,51.3,10.0,480(+10),,,,"[東]
小西一男",小泉修,,202406010703,480.0,10.0,牝,3,,,,,,
1.0,6,11,セッカチケーン,牡5,58.0,ルメール,1:11.2,,,2-2,37.8,3.3,1.0,514(0),,,,"[東]
高柳瑞樹",松田整二,800.0,202406010704,514.0,0.0,牡,5,,,,,,
2.0,1,1,エリーズダイヤ,牝4,56.0,ピーヒュ,1:11.3,1,,12-10,36.7,3.8,2.0,480(+4),,,,"[東]
戸田博文",青芝商事,320.0,202406010704,480.0,4.0,牝,4,1.0,--,480(+4),3.8,2.0,480.0
3.0,6,12,ムコウジマランプ,牡4,58.0,松岡正海,1:11.7,2,,14-14,36.4,11.0,5.0,498(-2),,,,"[東]
中野栄治",芳賀克也,200.0,202406010704,498.0,-2.0,牡,4,,,,,,
4.0,2,4,ミュージアムピース,セ5,58.0,嶋田純次,1:11.7,ハナ,,10-10,37.3,4.6,3.0,476(+4),,,,"[東]
石毛善彦",清水敏,120.0,202406010704,476.0,4.0,セ,5,,,,,,
5.0,2,3,ケイトポムドゥパン,牝4,56.0,宮崎北斗,1:11.7,クビ,,1-1,38.3,98.1,11.0,488(+8),,,,"[東]
中川公成",ウエスト．フォレスト．ステイブル,80.0,202406010704,488.0,8.0,牝,4,,,,,,
6.0,8,15,セイゲン,牡5,58.0,三浦皇成,1:11.8,クビ,,13-13,36.8,105.1,13.0,484(+12),,,,"[東]
中川公成",伊藤誠吉,,202406010704,484.0,12.0,牡,5,,,,,,
7.0,4,7,ゴットリープ,牡4,58.0,横山武史,1:11.9,3/4,,8-7,37.7,99.7,12.0,478(+1),,,,"[東]
栗田徹",今村明浩,,202406010704,478.0,1.0,牡,4,,,,,,
8.0,7,13,ダニエラハニー,牝5,56.0,石橋脩,1:11.9,アタマ,,10-10,37.5,117.7,14.0,476(-4),,,,"[東]
上原佑紀",吉田和美,,202406010704,476.0,-4.0,牝,5,,,,,,
9.0,1,2,クラシカルタイプ,牝4,56.0,丸田恭介,1:12.0,クビ,,8-7,37.8,415.9,15.0,466(0),,,,"[東]
新開幸一",大塚亮一,,202406010704,466.0,0.0,牝,4,1.0,--,466(0),415.9,15.0,466.0
10.0,3,5,イルザ,牝5,56.0,田辺裕信,1:12.0,クビ,,15-14,36.6,13.8,6.0,458(0),,,,"[東]
小手川準",中辻明,,202406010704,458.0,0.0,牝,5,,,,,,
11.0,5,9,ニシノコニャック,牡5,58.0,大野拓弥,1:12.1,クビ,,2-2,38.7,25.2,8.0,464(+18),,,,"[東]
伊藤大士",西山茂行,,202406010704,464.0,18.0,牡,5,,,,,,
12.0,7,14,デイドリームビーチ,牡4,58.0,杉原誠人,1:12.6,3,,16-16,36.5,648.4,16.0,466(+16),,,,"[東]
石毛善彦",ミルファーム,,202406010704,466.0,16.0,牡,4,,,,,,
13.0,3,6,コウユーママニニテ,牝5,56.0,木幡初也,1:12.6,クビ,,4-4,38.9,25.0,7.0,458(+4),,,,"[東]
竹内正洋",加治屋貞光,,202406010704,458.0,4.0,牝,5,,,,,,
14.0,8,16,クイーンアポーン,牝5,53.0,小林勝太,1:13.0,2.1/2,,4-5,39.3,27.2,9.0,478(+16),,,,"[東]
土田稔",ジェイアール,,202406010704,478.0,16.0,牝,5,,,,,,
15.0,5,10,ラクサパーナ,牝4,55.0,原優介,1:13.7,4,,6-6,39.9,7.6,4.0,440(0),,,,"[東]
矢野英一",キャロットファーム,,202406010704,440.0,0.0,牝,4,,,,,,
16.0,4,8,クランシリーニー,牝5,56.0,キング,1:13.7,クビ,,7-7,39.7,47.2,10.0,512(+16),,,,"[東]
松永康利",大倉佑介,,202406010704,512.0,16.0,牝,5,,,,,,
1.0,1,2,カムフライ,牡3,57.0,キングス,2:19.0,,,2-4-3-3,38.0,9.3,4.0,508(+4),,,,"[東]
辻哲英",吉田和美,550.0,202406010705,508.0,4.0,牡,3,,,,,,
2.0,7,13,コンテソレーラ,牝3,55.0,津村明秀,2:19.2,3/4,,11-11-11-6,37.6,35.4,9.0,468(+4),,,,"[東]
手塚貴久",インゼルレーシング,220.0,202406010705,468.0,4.0,牝,3,,,,,,
3.0,3,6,ネオフィロ,牡3,57.0,ピーヒュ,2:19.5,2,,9-9-8-8,38.1,15.4,6.0,464(-6),,,,"[東]
古賀慎明",Ｈ．Ｈ．シェイク・ハムダン,140.0,202406010705,464.0,-6.0,牡,3,,,,,,
4.0,8,17,レッドスフェーン,セ3,57.0,浜中俊,2:19.5,アタマ,,4-4-5-4,38.4,24.1,8.0,438(+2),,,,"[東]
林徹",東京ホースレーシング,83.0,202406010705,438.0,2.0,セ,3,,,,,,
5.0,8,16,スターチョウサン,牝3,55.0,菅原明良,2:19.7,3/4,,9-10-8-9,38.2,107.5,12.0,482(+6),,,,"[東]
小島茂之",チョウサン,55.0,202406010705,482.0,6.0,牝,3,,,,,,
6.0,4,7,マイネルモメンタム,牡3,57.0,石川裕紀,2:19.8,1,,2-2-2-2,39.0,2.4,1.0,470(0),,,,"[東]
相沢郁",サラブレッドクラブ・ラフィアン,,202406010705,470.0,0.0,牡,3,,,,,,
7.0,5,9,トライデント,牡3,57.0,三浦皇成,2:20.0,1.1/4,,11-11-12-10,38.2,107.9,13.0,490(-6),,,,"[東]
鹿戸雄一",岡田牧雄,,202406010705,490.0,-6.0,牡,3,,,,,,
8.0,1,1,アニマシオン,牡3,57.0,丸田恭介,2:20.5,2.1/2,,16-16-14-10,38.5,110.3,14.0,494(+10),,,,"[東]
奥村武",Ｇ１レーシング,,202406010705,494.0,10.0,牡,3,1.0,--,494(+10),110.3,14.0,494.0
9.0,2,4,ヘヴンズクライ,牡3,57.0,キング,2:20.7,1.1/4,,6-6-6-6,39.4,9.3,3.0,426(+4),,,,"[東]
大竹正博",ＤＭＭドリームクラブ,,202406010705,426.0,4.0,牡,3,,,,,,
10.0,8,15,スズノアムール,牝3,55.0,柴田大知,2:20.8,3/4,,1-1-1-1,40.1,193.7,15.0,444(0),,,,"[東]
深山雅史",小紫嘉之,,202406010705,444.0,0.0,牝,3,,,,,,
11.0,6,12,ユイノチョウシンキ,牡3,57.0,ルメール,2:20.9,1/2,,4-2-3-4,40.0,3.3,2.0,480(+2),,,,"[東]
深山雅史",由井健太郎,,202406010705,480.0,2.0,牡,3,,,,,,
12.0,3,5,タイキジパング,牡3,57.0,横山和生,2:21.7,5,,15-14-12-13,39.8,13.8,5.0,488(+6),,,,"[東]
菊沢隆徳",大樹ファーム,,202406010705,488.0,6.0,牡,3,,,,,,
13.0,2,3,ナイトアウェイ,牡3,57.0,横山武史,2:21.8,3/4,,14-14-15-15,39.5,19.4,7.0,456(-6),,,,"[東]
手塚貴久",社台レースホース,,202406010705,456.0,-6.0,牡,3,,,,,,
14.0,5,10,スプレッドシャイン,牝3,55.0,大野拓弥,2:22.3,2.1/2,,6-6-8-14,40.9,91.8,11.0,408(0),,,,"[東]
田中博康",社台レースホース,,202406010705,408.0,0.0,牝,3,,,,,,
15.0,4,8,ホワイトシップ,セ3,54.0,小林勝太,2:22.3,1/2,,11-13-15-16,40.1,63.0,10.0,426(+6),,,,"[東]
武井亮",ＦＡレーシング,,202406010705,426.0,6.0,セ,3,,,,,,
16.0,6,11,テーオーダムール,牡3,57.0,松岡正海,2:22.6,1.1/2,,8-6-6-10,41.4,415.1,16.0,486(0),,,,"[東]
蛯名利弘",大橋利幸,,202406010705,486.0,0.0,牡,3,,,,,,
17.0,7,14,ハーバーフロント,牝3,55.0,伊藤工真,2:22.7,クビ,,17-17-17-16,40.0,683.0,17.0,396(+2),,,,"[東]
林徹",保坂和孝,,202406010705,396.0,2.0,牝,3,,,,,,
1.0,8,17,レッドテリオス,牡3,57.0,三浦皇成,2:07.9,,,5-7-2-3,37.7,9.6,5.0,466(0),,,,"[東]
古賀慎明",東京ホースレーシング,620.0,202406010706,466.0,0.0,牡,3,,,,,,
2.0,7,14,スピノザ,牡3,57.0,キングス,2:08.2,2,,5-5-5-3,37.8,11.8,6.0,508(0),,,,"[東]
国枝栄",江馬由将,250.0,202406010706,508.0,0.0,牡,3,,,,,,
3.0,3,5,デリシュー,牡3,57.0,松岡正海,2:08.2,ハナ,,2-2-2-1,38.0,11.8,7.0,470(0),,,,"[東]
稲垣幸雄",大塚亮一,160.0,202406010706,470.0,0.0,牡,3,,,,,,
4.0,8,15,コスモベラエステラ,牡3,57.0,石川裕紀,2:08.3,1/2,,9-9-8-8,37.4,6.3,4.0,466(0),,,,"[西]
清水久詞",ビッグレッドファーム,93.0,202406010706,466.0,0.0,牡,3,,,,,,
5.0,1,2,ミライヘノコール,牡3,57.0,大野拓弥,2:08.7,2.1/2,,11-9-10-10,37.6,5.7,3.0,498(0),,,,"[東]
伊藤大士",三島宣彦,62.0,202406010706,498.0,0.0,牡,3,,,,,,
6.0,5,9,カジカライズ,牡3,57.0,田辺裕信,2:08.7,クビ,,1-1-1-2,38.6,4.1,1.0,430(0),,,,"[東]
久保田貴",越村哲男,,202406010706,430.0,0.0,牡,3,,,,,,
7.0,4,8,ヒナノマーチス,牡3,57.0,柴田善臣,2:08.8,クビ,,14-15-10-11,37.7,170.0,16.0,438(0),,,,"[東]
本間忍",日向英二,,202406010706,438.0,0.0,牡,3,,,,,,
8.0,4,7,フォルガイル,牡3,57.0,丸田恭介,2:09.1,1.3/4,,12-12-12-13,37.7,38.7,10.0,434(0),,,,"[東]
加藤和宏",ライオンレースホース,,202406010706,434.0,0.0,牡,3,,,,,,
9.0,6,12,シナモンデイジー,牝3,55.0,野中悠太,2:09.3,1.1/4,,2-2-5-6,38.8,125.1,15.0,472(0),,,,"[東]
菊川正達",ディアレストクラブ,,202406010706,472.0,0.0,牝,3,,,,,,
10.0,5,10,アマモト,牡3,57.0,江田照男,2:09.3,ハナ,,5-5-8-7,38.5,115.7,14.0,464(0),,,,"[東]
田村康仁",山藤賢,,202406010706,464.0,0.0,牡,3,,,,,,
