Rank,枠番,Umaban,HorseName,SexAge,Load,JockeyName,Time,Diff,TimeIndex,Passage,上り,Odds,Ninki,WeightInfo,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,TrainerName,馬主,賞金(万円),race_id,Weight,WeightDiff,Sex,Age,Waku,Mark,WeightInfoShutuba,OddsShutuba,NinkiShutuba,WeightShutuba
10.0,6,11,マイネルフランツ,牡3,57.0,津村明秀,2:01.7,4,,9-9-11-11,34.8,26.8,7.0,468(0),,,,"[東]
和田正一",サラブレッドクラブ・ラフィアン,,202406010511,468.0,0.0,牡,3,,,,,,
11.0,2,3,レイデラルース,牡3,57.0,石橋脩,2:01.9,1.1/4,,12-13-13-13,34.8,47.0,9.0,486(-2),,,,"[東]
手塚貴久",ＤＭＭドリームクラブ,,202406010511,486.0,-2.0,牡,3,,,,,,
12.0,8,15,ジュンゴールド,牡3,57.0,坂井瑠星,2:01.9,ハナ,,6-6-5-7,35.4,2.8,1.0,490(+6),,,,"[西]
友道康夫",河合純二,,202406010511,490.0,6.0,牡,3,,,,,,
13.0,4,7,ロードヴェスパー,牡3,57.0,横山和生,2:02.0,1/2,,14-14-14-14,34.7,252.7,14.0,438(+2),,,,"[東]
和田勇介",ロードホースクラブ,,202406010511,438.0,2.0,牡,3,,,,,,
14.0,7,12,グローリーアテイン,牡3,57.0,戸崎圭太,2:03.1,7,,11-11-11-12,36.1,26.1,6.0,490(+2),,,,"[東]
金成貴史",社台レースホース,,202406010511,490.0,2.0,牡,3,,,,,,
,3,5,ロジルーラー,牡3,57.0,松岡正海,,,,,,,,計不,,,,"[東]
稲垣幸雄",久米田正明,,202406010511,,,牡,3,,,,,,
1.0,2,4,ロゼル,牡4,57.0,ピーヒュ,1:34.6,,,2-3-3,34.3,18.8,7.0,488(+6),,,,"[東]
大和田成",田中純一,800.0,202406010512,488.0,6.0,牡,4,,,,,,
2.0,4,7,レッドシュヴェルト,牡4,57.0,坂井瑠星,1:34.6,アタマ,,1-3-4,34.3,3.2,2.0,476(+14),,,,"[東]
尾関知人",東京ホースレーシング,320.0,202406010512,476.0,14.0,牡,4,,,,,,
3.0,3,6,ホウキボシ,セ4,57.0,キング,1:34.7,クビ,,2-2-2,34.7,20.5,8.0,512(-6),,,,"[東]
堀宣行",ゴドルフィン,200.0,202406010512,512.0,-6.0,セ,4,,,,,,
4.0,2,3,ジュドー,牡4,57.0,ルメール,1:35.0,2,,7-6-5,34.4,3.1,1.0,486(+6),,,,"[東]
手塚貴久",シルクレーシング,120.0,202406010512,486.0,6.0,牡,4,,,,,,
5.0,1,1,エールトゥヘヴン,牡5,58.0,横山武史,1:35.1,3/4,,11-9-10,34.3,6.5,3.0,468(-4),,,,"[東]
戸田博文",ＤＭＭドリームクラブ,80.0,202406010512,468.0,-4.0,牡,5,1.0,--,468(-4),6.5,3.0,468.0
6.0,8,15,ハイハロー,牡5,58.0,戸崎圭太,1:35.3,1.1/4,,14-15-14,34.1,10.8,5.0,498(0),,,,"[東]
宮田敬介",青芝商事,,202406010512,498.0,0.0,牡,5,,,,,,
7.0,3,5,ヴァンガーズハート,セ5,58.0,三浦皇成,1:35.4,クビ,,10-9-10,34.6,14.6,6.0,520(-4),,,,"[東]
鹿戸雄一",キャロットファーム,,202406010512,520.0,-4.0,セ,5,,,,,,
8.0,4,8,ホウオウバーナード,牡4,57.0,横山和生,1:35.5,3/4,,15-13-12,34.4,63.3,11.0,400(+2),,,,"[東]
高柳瑞樹",小笹芳央,,202406010512,400.0,2.0,牡,4,,,,,,
9.0,5,9,ダノンティアラ,牝5,56.0,大野拓弥,1:35.6,1,,2-6-6,35.0,10.0,4.0,470(+4),,,,"[東]
大竹正博",ダノックス,,202406010512,470.0,4.0,牝,5,,,,,,
10.0,7,13,レッドアーバイン,牡4,57.0,岩田望来,1:35.7,クビ,,6-9-9,35.0,40.5,10.0,500(+20),,,,"[東]
手塚貴久",東京ホースレーシング,,202406010512,500.0,20.0,牡,4,,,,,,
11.0,5,10,クインズカムイ,牝4,55.0,江田照男,1:35.8,3/4,,13-13-14,34.7,67.7,12.0,476(+4),,,,"[東]
加藤征弘",ケイアイスタリオン,,202406010512,476.0,4.0,牝,4,,,,,,
12.0,6,11,フォーカルフラワー,牝4,55.0,津村明秀,1:36.0,1.1/4,,7-12-12,35.1,23.9,9.0,444(+10),,,,"[東]
国枝栄",社台レースホース,,202406010512,444.0,10.0,牝,4,,,,,,
13.0,1,2,ラコンタール,牡5,57.0,原優介,1:36.1,3/4,,7-6-6,35.5,204.7,15.0,482(-2),,,,"[東]
国枝栄",金子真人ホールディングス,,202406010512,482.0,-2.0,牡,5,1.0,--,482(-2),204.7,15.0,482.0
14.0,8,16,テンカノギジン,牡4,57.0,嶋田純次,1:36.4,1.1/2,,15-16-16,35.0,220.5,16.0,484(+2),,,,"[東]
手塚貴久",星野壽市,,202406010512,484.0,2.0,牡,4,,,,,,
15.0,7,14,キトゥンズマーチ,牝6,56.0,石橋脩,1:36.7,2,,2-5-6,36.3,135.1,13.0,476(+2),,,,"[東]
上原博之",ノルマンディーサラブレッドレーシング,,202406010512,476.0,2.0,牝,6,,,,,,
16.0,6,12,ジュンフシナ,牡4,57.0,石川裕紀,1:36.8,クビ,,11-1-1,36.9,185.9,14.0,484(+6),,,,"[東]
中舘英二",河合純二,,202406010512,484.0,6.0,牡,4,,,,,,
1.0,6,7,クラヴィコード,牝3,55.0,松山弘平,1:55.6,,,1-1-1-1,39.4,3.9,2.0,478(-4),,,,"[西]
中村直也",ロードホースクラブ,550.0,202408010501,478.0,-4.0,牝,3,,,,,,
2.0,6,8,フェロニエール,牝3,55.0,西村淳也,1:55.7,クビ,,2-2-2-2,39.4,1.7,1.0,532(-2),,,,"[西]
高野友和",キャロットファーム,220.0,202408010501,532.0,-2.0,牝,3,,,,,,
3.0,5,5,ウィンターガーデン,牝3,55.0,ルメート,1:55.7,クビ,,9-9-9-8,38.3,7.7,3.0,462(-6),,,,"[西]
武幸四郎",キャロットファーム,140.0,202408010501,462.0,-6.0,牝,3,5.0,--,462(-6),7.7,3.0,462.0
4.0,8,12,ゲンパチエトワール,牝3,55.0,菅原明良,1:56.0,1.1/2,,7-8-8-6,38.8,18.3,6.0,464(+4),,,,"[東]
西田雄一",平野武志,83.0,202408010501,464.0,4.0,牝,3,,,,,,
5.0,5,6,スナークサファイア,牝3,55.0,団野大成,1:56.4,2.1/2,,4-3-3-3,40.0,84.7,9.0,476(-4),,,,"[西]
川村禎彦",杉本豊,55.0,202408010501,476.0,-4.0,牝,3,5.0,--,476(-4),84.7,9.0,476.0
6.0,3,3,ヒロインズクレスト,牝3,52.0,今村聖奈,1:56.5,1/2,,11-11-10-10,38.8,8.8,4.0,458(-2),,,,"[西]
本田優",吉田照哉,,202408010501,458.0,-2.0,牝,3,3.0,--,458(-2),8.8,4.0,458.0
7.0,7,10,ミルフルール,牝3,55.0,井上敏樹,1:56.8,2,,2-3-3-5,40.3,488.3,12.0,478(-4),,,,"[東]
伊坂重信",保坂和孝,,202408010501,478.0,-4.0,牝,3,,,,,,
8.0,7,9,カンカール,牝3,55.0,池添謙一,1:57.1,2,,5-3-3-3,40.7,14.8,5.0,444(-4),,,,"[西]
池添学",雅苑興業,,202408010501,444.0,-4.0,牝,3,,,,,,
9.0,8,11,クロスアヴァンセ,牝3,53.0,田口貫太,1:57.5,2,,7-7-6-6,40.5,62.5,7.0,428(0),,,,"[西]
庄野靖志",辻高史,,202408010501,428.0,0.0,牝,3,,,,,,
10.0,2,2,テンノナウシカ,牝3,54.0,角田大河,1:57.8,2,,11-12-12-11,40.0,77.9,8.0,422(-6),,,,"[西]
高柳大輔",天白泰司,,202408010501,422.0,-6.0,牝,3,2.0,--,422(-6),77.9,8.0,422.0
11.0,1,1,フェリマール,牝3,55.0,小崎綾也,1:58.4,3.1/2,,6-6-6-8,41.4,357.3,11.0,446(-4),,,,"[西]
中尾秀正",飯田正剛,,202408010501,446.0,-4.0,牝,3,1.0,--,446(-4),357.3,11.0,446.0
12.0,4,4,ナイトプラネット,牝3,55.0,木幡初也,1:59.1,4,,10-9-10-12,41.5,128.6,10.0,452(+6),,,,"[東]
青木孝文",コスモヴューファーム,,202408010501,452.0,6.0,牝,3,4.0,--,452(+6),128.6,10.0,452.0
1.0,6,9,シーリュウシー,牡3,57.0,西村淳也,2:01.8,,,10-11-10-4,38.4,6.6,3.0,482(-6),,,,"[西]
岡田稲男",一村哲也,550.0,202408010502,482.0,-6.0,牡,3,,,,,,
2.0,2,2,フェヴリエ,牡3,57.0,菅原明良,2:01.8,クビ,,13-13-11-9,38.1,16.8,6.0,568(+2),,,,"[西]
松永幹夫",前田葉子,220.0,202408010502,568.0,2.0,牡,3,2.0,--,568(+2),16.8,6.0,568.0
3.0,1,1,ナムラバンチー,牡3,57.0,木幡初也,2:02.5,4,,12-12-11-12,38.9,115.6,10.0,500(0),,,,"[東]
武市康男",奈村睦弘,140.0,202408010502,500.0,0.0,牡,3,1.0,--,500(0),115.6,10.0,500.0
4.0,5,6,ジュンラトゥール,牡3,57.0,和田竜二,2:02.9,2.1/2,,9-9-7-9,39.6,310.2,12.0,446(-2),,,,"[西]
浜田多実",河合純二,83.0,202408010502,446.0,-2.0,牡,3,,,,,,
5.0,7,11,ブルーワール,牡3,57.0,川田将雅,2:02.9,アタマ,,4-4-3-2,40.2,2.0,1.0,498(-6),,,,"[西]
高柳大輔",栗山学,55.0,202408010502,498.0,-6.0,牡,3,,,,,,
6.0,4,4,ドッビアーコ,牡3,57.0,松山弘平,2:03.3,2,,1-1-1-1,40.9,4.2,2.0,530(+4),,,,"[西]
奥村豊",雅苑興業,,202408010502,530.0,4.0,牡,3,4.0,--,530(+4),4.2,2.0,530.0
7.0,8,12,アスクナサニエル,牡3,55.0,田口貫太,2:03.4,1/2,,10-10-7-5,40.2,9.8,5.0,508(-2),,,,"[西]
藤原英昭",廣崎利洋ＨＤ,,202408010502,508.0,-2.0,牡,3,,,,,,
8.0,3,3,ツリーフロッグ,牡3,57.0,高田潤,2:04.0,3.1/2,,4-6-7-11,40.8,8.1,4.0,496(-2),,,,"[西]
辻野泰之",寺田寿男,,202408010502,496.0,-2.0,牡,3,3.0,--,496(-2),8.1,4.0,496.0
9.0,4,5,ゴーディアンノット,牡3,57.0,ルメート,2:04.7,4,,4-4-3-5,42.0,27.6,7.0,454(+2),,,,"[西]
斉藤崇史",キャロットファーム,,202408010502,454.0,2.0,牡,3,4.0,--,454(+2),27.6,7.0,454.0
